Zona Protejata,Latitude,Longitude,Mai multe detalii
Groapa cu Pini,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Stejarii seculari de la Sângiorgiu de Mureș,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Rezervația Algheanu,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Stânca Șerbești,46.9771287,26.5319671,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Rezervația peisagistică Stanii Clițului,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Peștera Răsuflătoarei,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Strâmtura - Coza,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Lacul Oltina,44.158994,27.6371557597385,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Edirlen,45.113343,28.566641,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Sistemul carstic Peștera Cerbului - Avenul cu Vacă,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Rezervația fosiliferă Chiuzbaia,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Pădurea Icușeni,47.2556005,27.6529925394486,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Rădița - Mânzu,45.2594468,24.1903832751114,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Tufărișurile mediteraneene Cornetul Obârșia-Cloșani,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Locul fosilifer Agârcia,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Codrii de Argint,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Cheile Zugrenilor,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Cheile Lăpușului,47.4319329,23.6781997,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Parcul Național Cheile Bicazului - Hășmaș,46.7406635,25.8123264510463,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Lacul Caraula,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Pădurea Gârboavele,45.5766245,28.0040387479877,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Rezervația botanică Cioclovina,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Locul fosilifer Ohaba - Ponor,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Piemontul Nyires,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Cotul Bran pe Râul Prut,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Pereții calcaroși de la Izvoarele Coșuștei,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Cornu Nedeii - Ciungii Bălăsânii,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Lacul Rat,46.7747805,23.6319239488293,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Dealul Firtuș,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Izvoarele Mihăiesei,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Pădurea și mlaștinile eutrofe de la Prejmer,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Pietrele Moșu și Baba,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Locul fosilifer Cernegura,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Fânațele cu narcise Nucșoara,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Pădurea Cătălina,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Măgura Uroiului,45.8606313,23.0444101,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Rozeta de piatra Ilba,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Cornetul Babelor și Cerboaniei,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Pădurea Roșcani,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Pădurea Sabed,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Polița cu Crini,46.9499247485544,25.9613921233648,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Iezerele Cindrelului,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Masa Jidovului,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Dealul Bujorului,45.0352521,28.5527729,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Rezervația botanică Korum Tarla,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Zănoaga - Lucăcilă,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Rezervația forestieră Dobreni,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Pădurea Crăiasa,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Lacul Ursul și arboretele de pe sărături,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Peștera Arnăuților,45.2883935,24.1317423368162,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Pădurea Bălteni,44.451284,24.5214102740564,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Codrii de Aramă,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Rezervația de bujori a Academiei,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Fânațele seculare Ponoare,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Tanacu - Coasta Rupturile,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Moara Dracului,47.4693133924047,25.6051707261102,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Codrul Secular Giumalău,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Parcul Național Cozia,45.33398115,24.3478684395924,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Parcul Național Cheile Nerei - Beușnița,44.93885655,21.8370116540023,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Detunata Flocoasă,46.2671144,23.2034065,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Cineritele de Nutasca-Ruseni,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Groapa Ruginoasa - Valea Seacă,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Dealul Solovan,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Gura Vaii - Vârciorova,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Cazanele Mari și Cazanele Mici,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Poiana narciselor de la Vlăhița,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Piatra Bulzului,47.8077619,23.6012074,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Rezervația botanică Borsec,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Izvorul Alb,47.4839531,25.5416395,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Poiana cu Schit,46.9859641,27.5847158052382,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Gruiul Pietrii,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Locul fosilifer Dealul Repedea,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Complexul hidrografic Valea Rece,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Locul fosilifer Pietrele Roșii,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Râul Tur,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Locul fosilifer Pietricica,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Stejărișul Panic,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Cheile Șușarei,44.87064535,21.73191745,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Peștera Meziad,46.76257,22.4789257,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Pădurea de pini,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Colonia de păsări de la Pădurea Rădvani,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Comarnic,45.2428262,25.6343171,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Jnepenișul cu Pinus cembra - Călimani,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Rezervația de arborete de gârniță,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Locul fosilifer de la Cornițel,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Grădina Zmeilor,47.1996273,23.3087725,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Ineu Lala,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Doisprezece Apostoli,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Piatra Buhei,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Pădurea cu tisa,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Valea Greațca,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Dealul Petrolea - Cuptoare,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Capul Doloșman,44.7567443,28.9421154,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Canionul Mihăileni,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Lacul Fărăgau,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Rezervația de bujori Zau de Câmpie,46.6501898,24.1015849,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Rezervația faunistică Borca,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Abruptul Prahovean,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Suatu,46.7720689,23.9686333,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Punctul fosilifer Cârligata,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Pădurea Caraorman,45.0493755,29.3947042737588,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Locul fosilifer Bujoarele,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Pădurea Zamostea - Luncă,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Pădurea Bădeana,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Pădurea Urziceni,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Făgetul Dragomirna,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Beba Veche,46.1311709,20.3003869,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Izbucul intermitent de la Călugări,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Obanul Mare și Peștera Movile,43.8265138,28.5574664225623,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Peștera din Valea Cobășelului,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Groposu,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Pădurea Călinești - Brezoi,45.3535464,24.2371938238561,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Pădurea Alexeni,44.6583417,26.7190843341223,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Rezervația geologică de la Sâncrăieni,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Locul fosilifer de la Petroșnița,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Mlaștina Iezerul Mare,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Locul fosilifer Coruș,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Ostrovul Prut,45.46192485,28.204323699493,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Ghețarul Focul Viu,46.5753218,22.6798756,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Pădurea Oloaga - Grădinari,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Parcul Național Domogled - Valea Cernei,45.055384,22.5888847855817,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Parcul Național Retezat,45.324775,22.78779938,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Parcul Național Munții Macinului,45.1482925,28.3257898068852,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Parcul Natural Balta Mică a Brăilei,45.350799,28.0126169008806,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Poiana Crucii,47.03318,26.2055052681052,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Locul fosilifer de la Globu Craiovei,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Orzea - Zănoaga,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Făgetul Clujului,46.6987853,23.5710999,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Peștera din Piatra Ponorului,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Locul fosilifer Cernavodă,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Calcarul numulitic de la Albești,45.3087027,25.0080587554248,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Piatra Andreaua,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Avenul din Grind,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Locul fosilifer Rateș,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Pădurea Talasmani,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Mlaștina Budos - Sântimbru,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Arboretul de castan comestibil de la Baia Mare,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
"Masivul Hășmașul Mare, Piatra Singuratică - Hășmașul Negru",,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Tuful de la Falcău,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Peștera Urșilor de la Chișcau,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Pădurea Arsura,46.7637938,28.016285837774,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Zavoaiele Borcutului,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Locul fosilifer de la Vama Strunga,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Peștera Vacii,46.8409101,22.3709997,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Izvoarele Izvernei,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Locul fosilifer Aliman,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Locul fosilifer Ormeniș,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Cascada Pisoaia,46.3612804,22.8769147,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Valea Repedea,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Muntele Tâmpa,45.634065,25.5951524311263,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Locul fosilifer Purcăreni,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Izvorul Bigăr,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Locul fosilifer Groșera,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Vârful lui Stan,45.0232012,22.5980609,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Poienile cu narcise de la Dumbrava Vadului,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Pârâul Dobreanului,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Mlaștina Beneș,46.21561415,25.9026799588934,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Muntele de sare Praid,46.5440903,25.1283633,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Peștera Limanu,43.8081317,28.521553,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Vârful Fărcău - Lacul Vinderelu - Vârful Mihaile,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Cornetul Piatra Încălecată,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Fânațele Pui,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Pădurea Bunget,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Pădurea Dumbrăveni,44.6327848242875,26.0977865477731,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Mlaștina Hărman,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Dealul cu Lilieci Cernătești,45.2763633,26.7394818,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Pădurea Crivineni,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Calcarele din Dealul Măgura,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Podul natural de la Grohot,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Peștera cu Oase,45.1888081,21.9273534,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Peștera Dâmbovicioara,45.4439529,25.2228201,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Calcarele cu Litothaminus,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Lacul Cicoș,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Dealul Cetății Deva,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Izvorul și stâncăriile de la Câmana,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Fâneața cu narcise Zervești,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Cheile Turzii,46.5632408,23.6901902,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Prutețul Bălălău,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Cornetul Pocruiei,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Mlaștina Poiana Brazilor,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Bohotin - Pietrosu,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Teiva - Vișina,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Lacul Izvorul Muntelui,47.0269371,26.0483620930371,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Dealul Colț și Dealul Zănoaga,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Gipsurile de la Leghia,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Stâncile Tătarului,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Pădurea Ciornohal,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Plaiul Hoților,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Sfinxul Bănățean,44.8384431,22.3920739,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Molhașul Mare de la Izbuce,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Dunele de nisip de la Hanul Conachi,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Locul fosilifer de la Ezeriș,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Lacul fără fund Ocna Sibiului,45.8761283,24.0675673031418,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Poiana cu narcise de la Racâș - Hida,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Stejarii seculari de la Breite,46.2080266,24.7645406,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Dunele de nisip Foieni,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Reciful neojurasic de la Topalu,44.5869938,28.0483002962877,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Poiana Bujorului din Pădurea Plenița,44.2524846,23.1443012983711,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Ciuperceni - Desa,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Balta Potcoava,45.413871,27.836453313548,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Lacul Agigea,44.0963672,28.6306997715493,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Pădurea Buciumeni,44.0380551,25.8651325559588,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Fânațele montane Todirescu,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Piatra Țibăului,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Piatra Biserica Dracilor,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Parcul Național Semenic - Cheile Carașului,45.13774165,21.9766652602501,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Valea Ibanului,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Pietrele Roșii,47.4816884,25.1041247,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Pădurea Gorganu,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Măgurile Săcărâmbului,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Piatra Boroștenilor,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Paleofauna reptiliana Țuștea,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Lacul Snagov,44.70660445,26.162853508658,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Rarău - Pietrele Doamnei,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Fânațele seculare de la Calafindești,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Complexul Sacalin Zătoane,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Cheile Bicazului și Lacul Roșu,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Dealul Vulpii - Botoaia,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Movila lui Burcel,46.8472027,27.8048593,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Golul Alpin al Munților Făgăraș între Podragu-Suru,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Vârful Secarul,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Parcul Național Buila - Vânturarița,45.242699,24.0948936411471,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Golul alpin Valea Rea - Zârna,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Cheile Bicazului,46.8175042,25.8344615,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Măgurele,44.350196,26.0292694,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Parcul Natural Defileul Mureșului Superior,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Parcul Natural Munții Maramureșului,47.783111,24.623997901811,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Cama - Dinu - Păsărica,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Pădurea Manafu,44.0852795,25.7993647611573,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Teșila,45.303179,25.7226343,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Cheile Tătarului,45.3625713,25.432512,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Mlaștina dupa Luncă,46.643278,25.5846102117692,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Lacul Albastru,47.6715055,23.7006692296022,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Pădurea Bejan,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Locul fosilifer cu dinozauri de la Sânpetru,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Pădurea Uricani,47.1434532,27.4883254459672,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Râpa Roșie,45.98725305,23.5918724689707,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Lacul Jgheburoasa,45.5804504,24.8723231668305,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Lunca Mircești,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Vârful Cârligați,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Fâneața Izvoarelor Crișul Pietros,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Pădurea cu narcise din Oșorhei,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
"Strate tip pentru ""Formațiunea de Pietrosu",,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Peștera Vântului,46.9391794,22.5436937,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Piatra Corbului,46.298298,23.1358632,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Cotul Sălăgeni,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Acumularea Chirița,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Calcarele tortoniene de la Tășad,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Masivul de sare de la Sărățel,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Lacul Hârtop I,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Calcarele cu hipuriți din Valea Crișului,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Izvoarele mezotermale Răbăgani,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Cheile Crivadiei,45.4597033701645,23.2104166113311,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Rezervația cu lalea pestriță Vălenii de Mureș,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Molidul de rezonanță din Pădurea Lăpușna,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Peștera Vălenii Șomcutei,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Peștera Gruiețului,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Peștera Igrița,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Creasta Cocoșului,47.7040543,23.8419803,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Cheile Bistriței Ardelene,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Cascada Duruitoarea,46.9727317,25.9353089,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Calcarele cu hipuriți de la Cisnădioara,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Peștera Munticelu,46.8334412,25.8520661,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Pârâul Borcuța,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Golul alpin Moldoveanu - Capra,,,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Cheile Carașului,45.20558205,21.9043794098593,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
Valea Mare,46.637619,24.3001941,https://ananp.gov.ro/ariile-naturale-protejate-ale-romaniei/
